,M_atk_dice,N_def_dice,Phr,Ph,Pe,atk_tl,atk_f,def_f,def_num_ev,EV_res,atk_ev,def_ev,pe,ph
156,2,2,[0.0791 0.3164 0.6045],,,True,False,True,0,0.4746,1.5,True,[0.3906 0.4688 0.1406],[0.5625 0.375  0.0625]
157,2,2,[0.     0.4834 0.5166],,,True,False,True,1,0.4834,1.5,True,[0.1406 0.8594 0.    ],[0.5625 0.375  0.0625]
158,2,2,[0. 0. 1.],,,True,False,True,2,0.0,1.5,True,[1. 0. 0.],[0.5625 0.375  0.0625]
159,2,2,[0.2197 0.4102 0.3701],,,True,False,False,0,0.8496,1.5,False,[0.1406 0.4688 0.3906],[0.5625 0.375  0.0625]
160,2,2,[0.     0.4834 0.5166],,,True,False,False,1,0.4834,1.5,False,[0.1406 0.8594 0.    ],[0.5625 0.375  0.0625]
161,2,2,[0. 0. 1.],,,True,False,False,2,0.0,1.5,False,[1. 0. 0.],[0.5625 0.375  0.0625]
162,2,2,[0.0352 0.1875 0.7773],,,False,False,True,0,0.2578,1.0,True,[0.3906 0.4688 0.1406],[0.25 0.5  0.25]
163,2,2,[0.     0.2148 0.7852],,,False,False,True,1,0.2148,1.0,True,[0.1406 0.8594 0.    ],[0.25 0.5  0.25]
164,2,2,[0. 0. 1.],,,False,False,True,2,0.0,1.0,True,[1. 0. 0.],[0.25 0.5  0.25]
165,2,2,[0.0977 0.3125 0.5898],,,False,False,False,0,0.5078,1.0,False,[0.1406 0.4688 0.3906],[0.25 0.5  0.25]
166,2,2,[0.     0.2148 0.7852],,,False,False,False,1,0.2148,1.0,False,[0.1406 0.8594 0.    ],[0.25 0.5  0.25]
167,2,2,[0. 0. 1.],,,False,False,False,2,0.0,1.0,False,[1. 0. 0.],[0.25 0.5  0.25]
168,2,3,[0.0463 0.2379 0.7157],,,True,True,True,0,0.3306,1.875,True,[0.2441 0.4395 0.2637 0.0527],[0.     0.8789 0.1172 0.0039]
169,2,3,[0.     0.6008 0.3992],,,True,True,True,1,0.6008,1.875,True,[0.0527 0.2637 0.6836 0.    ],[0.     0.8789 0.1172 0.0039]
170,2,3,[0. 0. 1.],,,True,True,True,2,0.0,1.875,True,[0.0527 0.9473 0.     0.    ],[0.     0.8789 0.1172 0.0039]
171,2,3,[0.2146 0.4148 0.3706],,,True,True,False,0,0.844,1.875,False,[0.0527 0.2637 0.4395 0.2441],[0.     0.8789 0.1172 0.0039]
172,2,3,[0.     0.6008 0.3992],,,True,True,False,1,0.6008,1.875,False,[0.0527 0.2637 0.6836 0.    ],[0.     0.8789 0.1172 0.0039]
173,2,3,[0. 0. 1.],,,True,True,False,2,0.0,1.875,False,[0.0527 0.9473 0.     0.    ],[0.     0.8789 0.1172 0.0039]
174,2,3,[0.0297 0.1681 0.8022],,,False,True,True,0,0.2274,1.5,True,[0.2441 0.4395 0.2637 0.0527],[0.     0.5625 0.375  0.0625]
175,2,3,[0.     0.3845 0.6155],,,False,True,True,1,0.3845,1.5,True,[0.0527 0.2637 0.6836 0.    ],[0.     0.5625 0.375  0.0625]
176,2,3,[0. 0. 1.],,,False,True,True,2,0.0,1.5,True,[0.0527 0.9473 0.     0.    ],[0.     0.5625 0.375  0.0625]
177,2,3,[0.1373 0.3387 0.5239],,,False,True,False,0,0.6134,1.5,False,[0.0527 0.2637 0.4395 0.2441],[0.     0.5625 0.375  0.0625]
178,2,3,[0.     0.3845 0.6155],,,False,True,False,1,0.3845,1.5,False,[0.0527 0.2637 0.6836 0.    ],[0.     0.5625 0.375  0.0625]
179,2,3,[0. 0. 1.],,,False,True,False,2,0.0,1.5,False,[0.0527 0.9473 0.     0.    ],[0.     0.5625 0.375  0.0625]
180,2,3,[0.0297 0.1681 0.8022],,,True,False,True,0,0.2274,1.5,True,[0.2441 0.4395 0.2637 0.0527],[0.     0.5625 0.375  0.0625]
181,2,3,[0.     0.3845 0.6155],,,True,False,True,1,0.3845,1.5,True,[0.0527 0.2637 0.6836 0.    ],[0.     0.5625 0.375  0.0625]
182,2,3,[0. 0. 1.],,,True,False,True,2,0.0,1.5,True,[0.0527 0.9473 0.     0.    ],[0.     0.5625 0.375  0.0625]
183,2,3,[0.1373 0.3387 0.5239],,,True,False,False,0,0.6134,1.5,False,[0.0527 0.2637 0.4395 0.2441],[0.     0.5625 0.375  0.0625]
184,2,3,[0.     0.3845 0.6155],,,True,False,False,1,0.3845,1.5,False,[0.0527 0.2637 0.6836 0.    ],[0.     0.5625 0.375  0.0625]
185,2,3,[0. 0. 1.],,,True,False,False,2,0.0,1.5,False,[0.0527 0.9473 0.     0.    ],[0.     0.5625 0.375  0.0625]
186,2,3,[0.0132 0.0923 0.8945],,,False,False,True,0,0.1187,1.0,True,[0.2441 0.4395 0.2637 0.0527],[0.   0.25 0.5  0.25]
187,2,3,[0.     0.1709 0.8291],,,False,False,True,1,0.1709,1.0,True,[0.0527 0.2637 0.6836 0.    ],[0.   0.25 0.5  0.25]
188,2,3,[0. 0. 1.],,,False,False,True,2,0.0,1.0,True,[0.0527 0.9473 0.     0.    ],[0.   0.25 0.5  0.25]
189,2,3,[0.061  0.2319 0.707 ],,,False,False,False,0,0.354,1.0,False,[0.0527 0.2637 0.4395 0.2441],[0.   0.25 0.5  0.25]
190,2,3,[0.     0.1709 0.8291],,,False,False,False,1,0.1709,1.0,False,[0.0527 0.2637 0.6836 0.    ],[0.   0.25 0.5  0.25]
191,2,3,[0. 0. 1.],,,False,False,False,2,0.0,1.0,False,[0.0527 0.9473 0.     0.    ],[0.   0.25 0.5  0.25]
192,2,4,[0.0174 0.1182 0.8644],,,True,True,True,0,0.153,1.875,True,[0.1526 0.3662 0.3296 0.1318 0.0198],[0.     0.     0.8789 0.1172 0.0039]
193,2,4,[0.    0.456 0.544],,,True,True,True,1,0.456,1.875,True,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.     0.     0.8789 0.1172 0.0039]
194,2,4,[0. 0. 1.],,,True,True,True,2,0.0,1.875,True,[0.0198 0.1318 0.8484 0.     0.    ],[0.     0.     0.8789 0.1172 0.0039]
195,2,4,[0.1341 0.3397 0.5261],,,True,True,False,0,0.608,1.875,False,[0.0198 0.1318 0.3296 0.3662 0.1526],[0.     0.     0.8789 0.1172 0.0039]
196,2,4,[0.    0.456 0.544],,,True,True,False,1,0.456,1.875,False,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.     0.     0.8789 0.1172 0.0039]
197,2,4,[0. 0. 1.],,,True,True,False,2,0.0,1.875,False,[0.0198 0.1318 0.8484 0.     0.    ],[0.     0.     0.8789 0.1172 0.0039]
198,2,4,[0.0111 0.0816 0.9073],,,False,True,True,0,0.1038,1.5,True,[0.1526 0.3662 0.3296 0.1318 0.0198],[0.     0.     0.5625 0.375  0.0625]
199,2,4,[0.     0.2918 0.7082],,,False,True,True,1,0.2918,1.5,True,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.     0.     0.5625 0.375  0.0625]
200,2,4,[0. 0. 1.],,,False,True,True,2,0.0,1.5,True,[0.0198 0.1318 0.8484 0.     0.    ],[0.     0.     0.5625 0.375  0.0625]
201,2,4,[0.0858 0.2632 0.651 ],,,False,True,False,0,0.4349,1.5,False,[0.0198 0.1318 0.3296 0.3662 0.1526],[0.     0.     0.5625 0.375  0.0625]
202,2,4,[0.     0.2918 0.7082],,,False,True,False,1,0.2918,1.5,False,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.     0.     0.5625 0.375  0.0625]
203,2,4,[0. 0. 1.],,,False,True,False,2,0.0,1.5,False,[0.0198 0.1318 0.8484 0.     0.    ],[0.     0.     0.5625 0.375  0.0625]
204,2,4,[0.0111 0.0816 0.9073],,,True,False,True,0,0.1038,1.5,True,[0.1526 0.3662 0.3296 0.1318 0.0198],[0.     0.     0.5625 0.375  0.0625]
205,2,4,[0.     0.2918 0.7082],,,True,False,True,1,0.2918,1.5,True,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.     0.     0.5625 0.375  0.0625]
206,2,4,[0. 0. 1.],,,True,False,True,2,0.0,1.5,True,[0.0198 0.1318 0.8484 0.     0.    ],[0.     0.     0.5625 0.375  0.0625]
207,2,4,[0.0858 0.2632 0.651 ],,,True,False,False,0,0.4349,1.5,False,[0.0198 0.1318 0.3296 0.3662 0.1526],[0.     0.     0.5625 0.375  0.0625]
208,2,4,[0.     0.2918 0.7082],,,True,False,False,1,0.2918,1.5,False,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.     0.     0.5625 0.375  0.0625]
209,2,4,[0. 0. 1.],,,True,False,False,2,0.0,1.5,False,[0.0198 0.1318 0.8484 0.     0.    ],[0.     0.     0.5625 0.375  0.0625]
210,2,4,[0.0049 0.0428 0.9522],,,False,False,True,0,0.0527,1.0,True,[0.1526 0.3662 0.3296 0.1318 0.0198],[0.   0.   0.25 0.5  0.25]
211,2,4,[0.     0.1297 0.8703],,,False,False,True,1,0.1297,1.0,True,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.   0.   0.25 0.5  0.25]
212,2,4,[0. 0. 1.],,,False,False,True,2,0.0,1.0,True,[0.0198 0.1318 0.8484 0.     0.    ],[0.   0.   0.25 0.5  0.25]
213,2,4,[0.0381 0.1678 0.794 ],,,False,False,False,0,0.2441,1.0,False,[0.0198 0.1318 0.3296 0.3662 0.1526],[0.   0.   0.25 0.5  0.25]
214,2,4,[0.     0.1297 0.8703],,,False,False,False,1,0.1297,1.0,False,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.   0.   0.25 0.5  0.25]
215,2,4,[0. 0. 1.],,,False,False,False,2,0.0,1.0,False,[0.0198 0.1318 0.8484 0.     0.    ],[0.   0.   0.25 0.5  0.25]
216,2,5,[0.0065 0.0552 0.9383],,,True,True,True,0,0.0682,1.875,True,[0.0954 0.2861 0.3433 0.206  0.0618 0.0074],[0.     0.     0.     0.8789 0.1172 0.0039]
217,2,5,[0.     0.3353 0.6647],,,True,True,True,1,0.3353,1.875,True,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.     0.     0.     0.8789 0.1172 0.0039]
218,2,5,[0. 0. 1.],,,True,True,True,2,0.0,1.875,True,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.     0.     0.     0.8789 0.1172 0.0039]
219,2,5,[0.0838 0.2626 0.6535],,,True,True,False,0,0.4303,1.875,False,[0.0074 0.0618 0.206  0.3433 0.2861 0.0954],[0.     0.     0.     0.8789 0.1172 0.0039]
220,2,5,[0.     0.3353 0.6647],,,True,True,False,1,0.3353,1.875,False,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.     0.     0.     0.8789 0.1172 0.0039]
221,2,5,[0. 0. 1.],,,True,True,False,2,0.0,1.875,False,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.     0.     0.     0.8789 0.1172 0.0039]
222,2,5,[0.0042 0.0375 0.9583],,,False,True,True,0,0.0459,1.5,True,[0.0954 0.2861 0.3433 0.206  0.0618 0.0074],[0.     0.     0.     0.5625 0.375  0.0625]
223,2,5,[0.     0.2146 0.7854],,,False,True,True,1,0.2146,1.5,True,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.     0.     0.     0.5625 0.375  0.0625]
224,2,5,[0. 0. 1.],,,False,True,True,2,0.0,1.5,True,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.     0.     0.     0.5625 0.375  0.0625]
225,2,5,[0.0536 0.1967 0.7497],,,False,True,False,0,0.304,1.5,False,[0.0074 0.0618 0.206  0.3433 0.2861 0.0954],[0.     0.     0.     0.5625 0.375  0.0625]
226,2,5,[0.     0.2146 0.7854],,,False,True,False,1,0.2146,1.5,False,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.     0.     0.     0.5625 0.375  0.0625]
227,2,5,[0. 0. 1.],,,False,True,False,2,0.0,1.5,False,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.     0.     0.     0.5625 0.375  0.0625]
228,2,5,[0.0042 0.0375 0.9583],,,True,False,True,0,0.0459,1.5,True,[0.0954 0.2861 0.3433 0.206  0.0618 0.0074],[0.     0.     0.     0.5625 0.375  0.0625]
229,2,5,[0.     0.2146 0.7854],,,True,False,True,1,0.2146,1.5,True,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.     0.     0.     0.5625 0.375  0.0625]
230,2,5,[0. 0. 1.],,,True,False,True,2,0.0,1.5,True,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.     0.     0.     0.5625 0.375  0.0625]
231,2,5,[0.0536 0.1967 0.7497],,,True,False,False,0,0.304,1.5,False,[0.0074 0.0618 0.206  0.3433 0.2861 0.0954],[0.     0.     0.     0.5625 0.375  0.0625]
232,2,5,[0.     0.2146 0.7854],,,True,False,False,1,0.2146,1.5,False,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.     0.     0.     0.5625 0.375  0.0625]
233,2,5,[0. 0. 1.],,,True,False,False,2,0.0,1.5,False,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.     0.     0.     0.5625 0.375  0.0625]
234,2,5,[0.0019 0.0192 0.979 ],,,False,False,True,0,0.0229,1.0,True,[0.0954 0.2861 0.3433 0.206  0.0618 0.0074],[0.   0.   0.   0.25 0.5  0.25]
235,2,5,[0.     0.0954 0.9046],,,False,False,True,1,0.0954,1.0,True,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.   0.   0.   0.25 0.5  0.25]
236,2,5,[0. 0. 1.],,,False,False,True,2,0.0,1.0,True,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.   0.   0.   0.25 0.5  0.25]
237,2,5,[0.0238 0.1192 0.8569],,,False,False,False,0,0.1669,1.0,False,[0.0074 0.0618 0.206  0.3433 0.2861 0.0954],[0.   0.   0.   0.25 0.5  0.25]
238,2,5,[0.     0.0954 0.9046],,,False,False,False,1,0.0954,1.0,False,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.   0.   0.   0.25 0.5  0.25]
239,2,5,[0. 0. 1.],,,False,False,False,2,0.0,1.0,False,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.   0.   0.   0.25 0.5  0.25]
240,3,1,[0.309  0.5768 0.1071 0.0071],,,True,True,True,0,2.1877,2.8125,True,[0.625 0.375],[8.240e-01 1.648e-01 1.100e-02 2.000e-04]
241,3,1,[0.     0.824  0.1648 0.0112],,,True,True,True,1,1.8127,2.8125,True,[1. 0.],[8.240e-01 1.648e-01 1.100e-02 2.000e-04]
242,3,1,[0.     0.824  0.1648 0.0112],,,True,True,True,2,1.8127,2.8125,True,[1. 0.],[8.240e-01 1.648e-01 1.100e-02 2.000e-04]
243,3,1,[0.515  0.412  0.0687 0.0044],,,True,True,False,0,2.4376,2.8125,False,[0.375 0.625],[8.240e-01 1.648e-01 1.100e-02 2.000e-04]
244,3,1,[0.     0.824  0.1648 0.0112],,,True,True,False,1,1.8127,2.8125,False,[1. 0.],[8.240e-01 1.648e-01 1.100e-02 2.000e-04]
245,3,1,[0.     0.824  0.1648 0.0112],,,True,True,False,2,1.8127,2.8125,False,[1. 0.],[8.240e-01 1.648e-01 1.100e-02 2.000e-04]
246,3,1,[0.1582 0.4219 0.3164 0.1035],,,False,True,True,0,1.6348,2.25,True,[0.625 0.375],[0.4219 0.4219 0.1406 0.0156]
247,3,1,[0.     0.4219 0.4219 0.1562],,,False,True,True,1,1.2656,2.25,True,[1. 0.],[0.4219 0.4219 0.1406 0.0156]
248,3,1,[0.     0.4219 0.4219 0.1562],,,False,True,True,2,1.2656,2.25,True,[1. 0.],[0.4219 0.4219 0.1406 0.0156]
249,3,1,[0.2637 0.4219 0.2461 0.0684],,,False,True,False,0,1.8809,2.25,False,[0.375 0.625],[0.4219 0.4219 0.1406 0.0156]
250,3,1,[0.     0.4219 0.4219 0.1562],,,False,True,False,1,1.2656,2.25,False,[1. 0.],[0.4219 0.4219 0.1406 0.0156]
251,3,1,[0.     0.4219 0.4219 0.1562],,,False,True,False,2,1.2656,2.25,False,[1. 0.],[0.4219 0.4219 0.1406 0.0156]
252,3,1,[0.1582 0.4219 0.3164 0.1035],,,True,False,True,0,1.6348,2.25,True,[0.625 0.375],[0.4219 0.4219 0.1406 0.0156]
253,3,1,[0.     0.4219 0.4219 0.1562],,,True,False,True,1,1.2656,2.25,True,[1. 0.],[0.4219 0.4219 0.1406 0.0156]
254,3,1,[0.     0.4219 0.4219 0.1562],,,True,False,True,2,1.2656,2.25,True,[1. 0.],[0.4219 0.4219 0.1406 0.0156]
255,3,1,[0.2637 0.4219 0.2461 0.0684],,,True,False,False,0,1.8809,2.25,False,[0.375 0.625],[0.4219 0.4219 0.1406 0.0156]
256,3,1,[0.     0.4219 0.4219 0.1562],,,True,False,False,1,1.2656,2.25,False,[1. 0.],[0.4219 0.4219 0.1406 0.0156]
257,3,1,[0.     0.4219 0.4219 0.1562],,,True,False,False,2,1.2656,2.25,False,[1. 0.],[0.4219 0.4219 0.1406 0.0156]
258,3,1,[0.0469 0.2188 0.375  0.3594],,,False,False,True,0,0.9531,1.5,True,[0.625 0.375],[0.125 0.375 0.375 0.125]
259,3,1,[0.    0.125 0.375 0.5  ],,,False,False,True,1,0.625,1.5,True,[1. 0.],[0.125 0.375 0.375 0.125]
260,3,1,[0.    0.125 0.375 0.5  ],,,False,False,True,2,0.625,1.5,True,[1. 0.],[0.125 0.375 0.375 0.125]
261,3,1,[0.0781 0.2812 0.375  0.2656],,,False,False,False,0,1.1719,1.5,False,[0.375 0.625],[0.125 0.375 0.375 0.125]
262,3,1,[0.    0.125 0.375 0.5  ],,,False,False,False,1,0.625,1.5,False,[1. 0.],[0.125 0.375 0.375 0.125]
263,3,1,[0.    0.125 0.375 0.5  ],,,False,False,False,2,0.625,1.5,False,[1. 0.],[0.125 0.375 0.375 0.125]
264,3,2,[0.1159 0.4094 0.4007 0.0741],,,True,True,True,0,1.5671,2.8125,True,[0.3906 0.4688 0.1406],[8.240e-01 1.648e-01 1.100e-02 2.000e-04]
265,3,2,[0.     0.7081 0.2575 0.0344],,,True,True,True,1,1.6737,2.8125,True,[0.1406 0.8594 0.    ],[8.240e-01 1.648e-01 1.100e-02 2.000e-04]
266,3,2,[0.    0.    0.824 0.176],,,True,True,True,2,0.824,2.8125,True,[1. 0. 0.],[8.240e-01 1.648e-01 1.100e-02 2.000e-04]
267,3,2,[0.3219 0.4506 0.1974 0.0301],,,True,True,False,0,2.0642,2.8125,False,[0.1406 0.4688 0.3906],[8.240e-01 1.648e-01 1.100e-02 2.000e-04]
268,3,2,[0.     0.7081 0.2575 0.0344],,,True,True,False,1,1.6737,2.8125,False,[0.1406 0.8594 0.    ],[8.240e-01 1.648e-01 1.100e-02 2.000e-04]
269,3,2,[0.    0.    0.824 0.176],,,True,True,False,2,0.824,2.8125,False,[1. 0. 0.],[8.240e-01 1.648e-01 1.100e-02 2.000e-04]
270,3,2,[0.0593 0.2571 0.3823 0.3013],,,False,True,True,0,1.0745,2.25,True,[0.3906 0.4688 0.1406],[0.4219 0.4219 0.1406 0.0156]
271,3,2,[0.     0.3625 0.4219 0.2156],,,False,True,True,1,1.147,2.25,True,[0.1406 0.8594 0.    ],[0.4219 0.4219 0.1406 0.0156]
272,3,2,[0.     0.     0.4219 0.5781],,,False,True,True,2,0.4219,2.25,True,[1. 0. 0.],[0.4219 0.4219 0.1406 0.0156]
273,3,2,[0.1648 0.3625 0.312  0.1606],,,False,True,False,0,1.5315,2.25,False,[0.1406 0.4688 0.3906],[0.4219 0.4219 0.1406 0.0156]
274,3,2,[0.     0.3625 0.4219 0.2156],,,False,True,False,1,1.147,2.25,False,[0.1406 0.8594 0.    ],[0.4219 0.4219 0.1406 0.0156]
275,3,2,[0.     0.     0.4219 0.5781],,,False,True,False,2,0.4219,2.25,False,[1. 0. 0.],[0.4219 0.4219 0.1406 0.0156]
276,3,2,[0.0593 0.2571 0.3823 0.3013],,,True,False,True,0,1.0745,2.25,True,[0.3906 0.4688 0.1406],[0.4219 0.4219 0.1406 0.0156]
277,3,2,[0.     0.3625 0.4219 0.2156],,,True,False,True,1,1.147,2.25,True,[0.1406 0.8594 0.    ],[0.4219 0.4219 0.1406 0.0156]
278,3,2,[0.     0.     0.4219 0.5781],,,True,False,True,2,0.4219,2.25,True,[1. 0. 0.],[0.4219 0.4219 0.1406 0.0156]
279,3,2,[0.1648 0.3625 0.312  0.1606],,,True,False,False,0,1.5315,2.25,False,[0.1406 0.4688 0.3906],[0.4219 0.4219 0.1406 0.0156]
280,3,2,[0.     0.3625 0.4219 0.2156],,,True,False,False,1,1.147,2.25,False,[0.1406 0.8594 0.    ],[0.4219 0.4219 0.1406 0.0156]
281,3,2,[0.     0.     0.4219 0.5781],,,True,False,False,2,0.4219,2.25,False,[1. 0. 0.],[0.4219 0.4219 0.1406 0.0156]
282,3,2,[0.0176 0.1113 0.2773 0.5938],,,False,False,True,0,0.5527,1.5,True,[0.3906 0.4688 0.1406],[0.125 0.375 0.375 0.125]
283,3,2,[0.     0.1074 0.3398 0.5527],,,False,False,True,1,0.5547,1.5,True,[0.1406 0.8594 0.    ],[0.125 0.375 0.375 0.125]
284,3,2,[0.    0.    0.125 0.875],,,False,False,True,2,0.125,1.5,True,[1. 0. 0.],[0.125 0.375 0.375 0.125]
