,M_atk_dice,N_def_dice,Phr,Ph,Pe,atk_tl,atk_f,def_f,def_num_ev,EV_res,atk_ev,def_ev,pe,ph
398,4,2,[0.     0.     0.3164 0.4219 0.2617],,,True,False,True,2,1.0547,3.0,True,[1. 0. 0.],[0.3164 0.4219 0.2109 0.0469 0.0039]
399,4,2,[0.1236 0.3131 0.3246 0.1765 0.0621],,,True,False,False,0,2.2595,3.0,False,[0.1406 0.4688 0.3906],[0.3164 0.4219 0.2109 0.0469 0.0039]
400,4,2,[0.     0.2719 0.407  0.2406 0.0804],,,True,False,False,1,1.8704,3.0,False,[0.1406 0.8594 0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
401,4,2,[0.     0.     0.3164 0.4219 0.2617],,,True,False,False,2,1.0547,3.0,False,[1. 0. 0.],[0.3164 0.4219 0.2109 0.0469 0.0039]
402,4,2,[0.0088 0.0645 0.1943 0.3086 0.4238],,,False,False,True,0,0.9258,2.0,True,[0.3906 0.4688 0.1406],[0.0625 0.25   0.375  0.25   0.0625]
403,4,2,[0.     0.0537 0.2236 0.3574 0.3652],,,False,False,True,1,0.9658,2.0,True,[0.1406 0.8594 0.    ],[0.0625 0.25   0.375  0.25   0.0625]
404,4,2,[0.     0.     0.0625 0.25   0.6875],,,False,False,True,2,0.375,2.0,True,[1. 0. 0.],[0.0625 0.25   0.375  0.25   0.0625]
405,4,2,[0.0244 0.127  0.2725 0.3086 0.2676],,,False,False,False,0,1.332,2.0,False,[0.1406 0.4688 0.3906],[0.0625 0.25   0.375  0.25   0.0625]
406,4,2,[0.     0.0537 0.2236 0.3574 0.3652],,,False,False,False,1,0.9658,2.0,False,[0.1406 0.8594 0.    ],[0.0625 0.25   0.375  0.25   0.0625]
407,4,2,[0.     0.     0.0625 0.25   0.6875],,,False,False,False,2,0.375,2.0,False,[1. 0. 0.],[0.0625 0.25   0.375  0.25   0.0625]
408,4,3,[0.0407 0.2145 0.3949 0.2846 0.0653],,,True,True,True,0,1.8809,3.75,True,[0.2441 0.4395 0.2637 0.0527],[0.7725 0.206  0.0206 0.0009 0.    ]
409,4,3,[0.     0.5281 0.3445 0.1091 0.0183],,,True,True,True,1,2.3823,3.75,True,[0.0527 0.2637 0.6836 0.    ],[0.7725 0.206  0.0206 0.0009 0.    ]
410,4,3,[0.     0.     0.7317 0.2359 0.0324],,,True,True,True,2,1.6993,3.75,True,[0.0527 0.9473 0.     0.    ],[0.7725 0.206  0.0206 0.0009 0.    ]
411,4,3,[0.1886 0.3898 0.2992 0.1043 0.0181],,,True,True,False,0,2.6264,3.75,False,[0.0527 0.2637 0.4395 0.2441],[0.7725 0.206  0.0206 0.0009 0.    ]
412,4,3,[0.     0.5281 0.3445 0.1091 0.0183],,,True,True,False,1,2.3823,3.75,False,[0.0527 0.2637 0.6836 0.    ],[0.7725 0.206  0.0206 0.0009 0.    ]
413,4,3,[0.     0.     0.7317 0.2359 0.0324],,,True,True,False,2,1.6993,3.75,False,[0.0527 0.9473 0.     0.    ],[0.7725 0.206  0.0206 0.0009 0.    ]
414,4,3,[0.0167 0.1057 0.2614 0.3207 0.2955],,,False,True,True,0,1.2273,3.0,True,[0.2441 0.4395 0.2637 0.0527],[0.3164 0.4219 0.2109 0.0469 0.0039]
415,4,3,[0.     0.2163 0.3718 0.2721 0.1398],,,False,True,True,1,1.6646,3.0,True,[0.0527 0.2637 0.6836 0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
416,4,3,[0.     0.     0.2997 0.4163 0.284 ],,,False,True,True,2,1.0158,3.0,True,[0.0527 0.9473 0.     0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
417,4,3,[0.0772 0.242  0.3203 0.2321 0.1283],,,False,True,False,0,1.9078,3.0,False,[0.0527 0.2637 0.4395 0.2441],[0.3164 0.4219 0.2109 0.0469 0.0039]
418,4,3,[0.     0.2163 0.3718 0.2721 0.1398],,,False,True,False,1,1.6646,3.0,False,[0.0527 0.2637 0.6836 0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
419,4,3,[0.     0.     0.2997 0.4163 0.284 ],,,False,True,False,2,1.0158,3.0,False,[0.0527 0.9473 0.     0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
420,4,3,[0.0167 0.1057 0.2614 0.3207 0.2955],,,True,False,True,0,1.2273,3.0,True,[0.2441 0.4395 0.2637 0.0527],[0.3164 0.4219 0.2109 0.0469 0.0039]
421,4,3,[0.     0.2163 0.3718 0.2721 0.1398],,,True,False,True,1,1.6646,3.0,True,[0.0527 0.2637 0.6836 0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
422,4,3,[0.     0.     0.2997 0.4163 0.284 ],,,True,False,True,2,1.0158,3.0,True,[0.0527 0.9473 0.     0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
423,4,3,[0.0772 0.242  0.3203 0.2321 0.1283],,,True,False,False,0,1.9078,3.0,False,[0.0527 0.2637 0.4395 0.2441],[0.3164 0.4219 0.2109 0.0469 0.0039]
424,4,3,[0.     0.2163 0.3718 0.2721 0.1398],,,True,False,False,1,1.6646,3.0,False,[0.0527 0.2637 0.6836 0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
425,4,3,[0.     0.     0.2997 0.4163 0.284 ],,,True,False,False,2,1.0158,3.0,False,[0.0527 0.9473 0.     0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
426,4,3,[0.0033 0.0297 0.1132 0.2372 0.6167],,,False,False,True,0,0.5657,2.0,True,[0.2441 0.4395 0.2637 0.0527],[0.0625 0.25   0.375  0.25   0.0625]
427,4,3,[0.     0.0427 0.1874 0.3256 0.4443],,,False,False,True,1,0.8285,2.0,True,[0.0527 0.2637 0.6836 0.    ],[0.0625 0.25   0.375  0.25   0.0625]
428,4,3,[0.     0.     0.0592 0.2401 0.7007],,,False,False,True,2,0.3585,2.0,True,[0.0527 0.9473 0.     0.    ],[0.0625 0.25   0.375  0.25   0.0625]
429,4,3,[0.0153 0.0885 0.2179 0.295  0.3833],,,False,False,False,0,1.0574,2.0,False,[0.0527 0.2637 0.4395 0.2441],[0.0625 0.25   0.375  0.25   0.0625]
430,4,3,[0.     0.0427 0.1874 0.3256 0.4443],,,False,False,False,1,0.8285,2.0,False,[0.0527 0.2637 0.6836 0.    ],[0.0625 0.25   0.375  0.25   0.0625]
431,4,3,[0.     0.     0.0592 0.2401 0.7007],,,False,False,False,2,0.3585,2.0,False,[0.0527 0.9473 0.     0.    ],[0.0625 0.25   0.375  0.25   0.0625]
432,4,4,[0.0153 0.1059 0.2822 0.3535 0.2431],,,True,True,True,0,1.2967,3.75,True,[0.1526 0.3662 0.3296 0.1318 0.0198],[0.7725 0.206  0.0206 0.0009 0.    ]
433,4,4,[0.     0.4008 0.3615 0.1804 0.0574],,,True,True,True,1,2.1056,3.75,True,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.7725 0.206  0.0206 0.0009 0.    ]
434,4,4,[0.     0.     0.6554 0.2766 0.068 ],,,True,True,True,2,1.5873,3.75,True,[0.0198 0.1318 0.8484 0.     0.    ],[0.7725 0.206  0.0206 0.0009 0.    ]
435,4,4,[0.1179 0.3143 0.3332 0.1774 0.0572],,,True,True,False,0,2.2582,3.75,False,[0.0198 0.1318 0.3296 0.3662 0.1526],[0.7725 0.206  0.0206 0.0009 0.    ]
436,4,4,[0.     0.4008 0.3615 0.1804 0.0574],,,True,True,False,1,2.1056,3.75,False,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.7725 0.206  0.0206 0.0009 0.    ]
437,4,4,[0.     0.     0.6554 0.2766 0.068 ],,,True,True,False,2,1.5873,3.75,False,[0.0198 0.1318 0.8484 0.     0.    ],[0.7725 0.206  0.0206 0.0009 0.    ]
438,4,4,[0.0063 0.0501 0.1641 0.2837 0.496 ],,,False,True,True,0,0.787,3.0,True,[0.1526 0.3662 0.3296 0.1318 0.0198],[0.3164 0.4219 0.2109 0.0469 0.0039]
439,4,4,[0.     0.1642 0.3232 0.2902 0.2225],,,False,True,True,1,1.429,3.0,True,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
440,4,4,[0.     0.     0.2684 0.3996 0.3319],,,False,True,True,2,0.9365,3.0,True,[0.0198 0.1318 0.8484 0.     0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
441,4,4,[0.0483 0.1802 0.291  0.2652 0.2154],,,False,True,False,0,1.5809,3.0,False,[0.0198 0.1318 0.3296 0.3662 0.1526],[0.3164 0.4219 0.2109 0.0469 0.0039]
442,4,4,[0.     0.1642 0.3232 0.2902 0.2225],,,False,True,False,1,1.429,3.0,False,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
443,4,4,[0.     0.     0.2684 0.3996 0.3319],,,False,True,False,2,0.9365,3.0,False,[0.0198 0.1318 0.8484 0.     0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
444,4,4,[0.0063 0.0501 0.1641 0.2837 0.496 ],,,True,False,True,0,0.787,3.0,True,[0.1526 0.3662 0.3296 0.1318 0.0198],[0.3164 0.4219 0.2109 0.0469 0.0039]
445,4,4,[0.     0.1642 0.3232 0.2902 0.2225],,,True,False,True,1,1.429,3.0,True,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
446,4,4,[0.     0.     0.2684 0.3996 0.3319],,,True,False,True,2,0.9365,3.0,True,[0.0198 0.1318 0.8484 0.     0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
447,4,4,[0.0483 0.1802 0.291  0.2652 0.2154],,,True,False,False,0,1.5809,3.0,False,[0.0198 0.1318 0.3296 0.3662 0.1526],[0.3164 0.4219 0.2109 0.0469 0.0039]
448,4,4,[0.     0.1642 0.3232 0.2902 0.2225],,,True,False,False,1,1.429,3.0,False,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
449,4,4,[0.     0.     0.2684 0.3996 0.3319],,,True,False,False,2,0.9365,3.0,False,[0.0198 0.1318 0.8484 0.     0.    ],[0.3164 0.4219 0.2109 0.0469 0.0039]
450,4,4,[0.0012 0.0132 0.061  0.1597 0.7649],,,False,False,True,0,0.3261,2.0,True,[0.1526 0.3662 0.3296 0.1318 0.0198],[0.0625 0.25   0.375  0.25   0.0625]
451,4,4,[0.     0.0324 0.1503 0.2852 0.5321],,,False,False,True,1,0.6831,2.0,True,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.0625 0.25   0.375  0.25   0.0625]
452,4,4,[0.     0.     0.053  0.2203 0.7266],,,False,False,True,2,0.3264,2.0,True,[0.0198 0.1318 0.8484 0.     0.    ],[0.0625 0.25   0.375  0.25   0.0625]
453,4,4,[0.0095 0.061  0.1694 0.2661 0.4939],,,False,False,False,0,0.8261,2.0,False,[0.0198 0.1318 0.3296 0.3662 0.1526],[0.0625 0.25   0.375  0.25   0.0625]
454,4,4,[0.     0.0324 0.1503 0.2852 0.5321],,,False,False,False,1,0.6831,2.0,False,[0.0198 0.1318 0.3296 0.5188 0.    ],[0.0625 0.25   0.375  0.25   0.0625]
455,4,4,[0.     0.     0.053  0.2203 0.7266],,,False,False,False,2,0.3264,2.0,False,[0.0198 0.1318 0.8484 0.     0.    ],[0.0625 0.25   0.375  0.25   0.0625]
456,4,5,[0.0057 0.0493 0.172  0.3089 0.4641],,,True,True,True,0,0.8236,3.75,True,[0.0954 0.2861 0.3433 0.206  0.0618 0.0074],[0.     0.7725 0.206  0.0206 0.0009 0.    ]
457,4,5,[0.     0.2947 0.3438 0.2377 0.1238],,,True,True,True,1,1.8093,3.75,True,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.     0.7725 0.206  0.0206 0.0009 0.    ]
458,4,5,[0.     0.     0.5599 0.3084 0.1317],,,True,True,True,2,1.4282,3.75,True,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.     0.7725 0.206  0.0206 0.0009 0.    ]
459,4,5,[0.0737 0.2407 0.3261 0.2358 0.1237],,,True,True,False,0,1.9047,3.75,False,[0.0074 0.0618 0.206  0.3433 0.2861 0.0954],[0.     0.7725 0.206  0.0206 0.0009 0.    ]
460,4,5,[0.     0.2947 0.3438 0.2377 0.1238],,,True,True,False,1,1.8093,3.75,False,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.     0.7725 0.206  0.0206 0.0009 0.    ]
461,4,5,[0.     0.     0.5599 0.3084 0.1317],,,True,True,False,2,1.4282,3.75,False,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.     0.7725 0.206  0.0206 0.0009 0.    ]
462,4,5,[0.0023 0.0227 0.0928 0.2089 0.6732],,,False,True,True,0,0.472,3.0,True,[0.0954 0.2861 0.3433 0.206  0.0618 0.0074],[0.     0.3164 0.4219 0.2109 0.0469 0.0039]
463,4,5,[0.     0.1207 0.2696 0.2905 0.3193],,,False,True,True,1,1.1917,3.0,True,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.     0.3164 0.4219 0.2109 0.0469 0.0039]
464,4,5,[0.     0.     0.2293 0.3709 0.3997],,,False,True,True,2,0.8296,3.0,True,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.     0.3164 0.4219 0.2109 0.0469 0.0039]
465,4,5,[0.0302 0.1308 0.2494 0.2748 0.3148],,,False,True,False,0,1.2867,3.0,False,[0.0074 0.0618 0.206  0.3433 0.2861 0.0954],[0.     0.3164 0.4219 0.2109 0.0469 0.0039]
466,4,5,[0.     0.1207 0.2696 0.2905 0.3193],,,False,True,False,1,1.1917,3.0,False,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.     0.3164 0.4219 0.2109 0.0469 0.0039]
467,4,5,[0.     0.     0.2293 0.3709 0.3997],,,False,True,False,2,0.8296,3.0,False,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.     0.3164 0.4219 0.2109 0.0469 0.0039]
468,4,5,[0.0023 0.0227 0.0928 0.2089 0.6732],,,True,False,True,0,0.472,3.0,True,[0.0954 0.2861 0.3433 0.206  0.0618 0.0074],[0.     0.3164 0.4219 0.2109 0.0469 0.0039]
469,4,5,[0.     0.1207 0.2696 0.2905 0.3193],,,True,False,True,1,1.1917,3.0,True,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.     0.3164 0.4219 0.2109 0.0469 0.0039]
470,4,5,[0.     0.     0.2293 0.3709 0.3997],,,True,False,True,2,0.8296,3.0,True,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.     0.3164 0.4219 0.2109 0.0469 0.0039]
471,4,5,[0.0302 0.1308 0.2494 0.2748 0.3148],,,True,False,False,0,1.2867,3.0,False,[0.0074 0.0618 0.206  0.3433 0.2861 0.0954],[0.     0.3164 0.4219 0.2109 0.0469 0.0039]
472,4,5,[0.     0.1207 0.2696 0.2905 0.3193],,,True,False,False,1,1.1917,3.0,False,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.     0.3164 0.4219 0.2109 0.0469 0.0039]
473,4,5,[0.     0.     0.2293 0.3709 0.3997],,,True,False,False,2,0.8296,3.0,False,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.     0.3164 0.4219 0.2109 0.0469 0.0039]
474,4,5,[5.000e-04 5.700e-03 3.110e-02 9.800e-02 8.647e-01],,,False,False,True,0,0.1792,2.0,True,[0.0954 0.2861 0.3433 0.206  0.0618 0.0074],[0.     0.0625 0.25   0.375  0.25   0.0625]
475,4,5,[0.     0.0238 0.1168 0.2418 0.6176],,,False,False,True,1,0.5469,2.0,True,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.     0.0625 0.25   0.375  0.25   0.0625]
476,4,5,[0.     0.     0.0453 0.1941 0.7606],,,False,False,True,2,0.2847,2.0,True,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.     0.0625 0.25   0.375  0.25   0.0625]
477,4,5,[0.006  0.0417 0.1287 0.2298 0.5937],,,False,False,False,0,0.6363,2.0,False,[0.0074 0.0618 0.206  0.3433 0.2861 0.0954],[0.     0.0625 0.25   0.375  0.25   0.0625]
478,4,5,[0.     0.0238 0.1168 0.2418 0.6176],,,False,False,False,1,0.5469,2.0,False,[0.0074 0.0618 0.206  0.3433 0.3815 0.    ],[0.     0.0625 0.25   0.375  0.25   0.0625]
479,4,5,[0.     0.     0.0453 0.1941 0.7606],,,False,False,False,2,0.2847,2.0,False,[0.0074 0.0618 0.206  0.7248 0.     0.    ],[0.     0.0625 0.25   0.375  0.25   0.0625]
480,5,1,[0.2716 0.5431 0.1629 0.0209 0.0014 0.    ],,,True,True,True,0,4.0625,4.6875,True,[0.625 0.375],[7.242e-01 2.414e-01 3.220e-02 2.100e-03 1.000e-04 0.000e+00]
481,5,1,[0.000e+00 7.242e-01 2.414e-01 3.220e-02 2.100e-03 1.000e-04],,,True,True,True,1,3.6875,4.6875,True,[1. 0.],[7.242e-01 2.414e-01 3.220e-02 2.100e-03 1.000e-04 0.000e+00]
482,5,1,[0.000e+00 7.242e-01 2.414e-01 3.220e-02 2.100e-03 1.000e-04],,,True,True,True,2,3.6875,4.6875,True,[1. 0.],[7.242e-01 2.414e-01 3.220e-02 2.100e-03 1.000e-04 0.000e+00]
483,5,1,[0.4526 0.4224 0.1106 0.0134 0.0008 0.    ],,,True,True,False,0,4.3125,4.6875,False,[0.375 0.625],[7.242e-01 2.414e-01 3.220e-02 2.100e-03 1.000e-04 0.000e+00]
484,5,1,[0.000e+00 7.242e-01 2.414e-01 3.220e-02 2.100e-03 1.000e-04],,,True,True,False,1,3.6875,4.6875,False,[1. 0.],[7.242e-01 2.414e-01 3.220e-02 2.100e-03 1.000e-04 0.000e+00]
485,5,1,[0.000e+00 7.242e-01 2.414e-01 3.220e-02 2.100e-03 1.000e-04],,,True,True,False,2,3.6875,4.6875,False,[1. 0.],[7.242e-01 2.414e-01 3.220e-02 2.100e-03 1.000e-04 0.000e+00]
486,5,1,[0.089  0.2966 0.3461 0.1978 0.0604 0.0101],,,False,True,True,0,3.1256,3.75,True,[0.625 0.375],[0.2373 0.3955 0.2637 0.0879 0.0146 0.001 ]
487,5,1,[0.     0.2373 0.3955 0.2637 0.0879 0.0156],,,False,True,True,1,2.751,3.75,True,[1. 0.],[0.2373 0.3955 0.2637 0.0879 0.0146 0.001 ]
488,5,1,[0.     0.2373 0.3955 0.2637 0.0879 0.0156],,,False,True,True,2,2.751,3.75,True,[1. 0.],[0.2373 0.3955 0.2637 0.0879 0.0146 0.001 ]
489,5,1,[0.1483 0.3362 0.3131 0.1538 0.0421 0.0065],,,False,True,False,0,3.3754,3.75,False,[0.375 0.625],[0.2373 0.3955 0.2637 0.0879 0.0146 0.001 ]
490,5,1,[0.     0.2373 0.3955 0.2637 0.0879 0.0156],,,False,True,False,1,2.751,3.75,False,[1. 0.],[0.2373 0.3955 0.2637 0.0879 0.0146 0.001 ]
491,5,1,[0.     0.2373 0.3955 0.2637 0.0879 0.0156],,,False,True,False,2,2.751,3.75,False,[1. 0.],[0.2373 0.3955 0.2637 0.0879 0.0146 0.001 ]
492,5,1,[0.089  0.2966 0.3461 0.1978 0.0604 0.0101],,,True,False,True,0,3.1256,3.75,True,[0.625 0.375],[0.2373 0.3955 0.2637 0.0879 0.0146 0.001 ]
493,5,1,[0.     0.2373 0.3955 0.2637 0.0879 0.0156],,,True,False,True,1,2.751,3.75,True,[1. 0.],[0.2373 0.3955 0.2637 0.0879 0.0146 0.001 ]
494,5,1,[0.     0.2373 0.3955 0.2637 0.0879 0.0156],,,True,False,True,2,2.751,3.75,True,[1. 0.],[0.2373 0.3955 0.2637 0.0879 0.0146 0.001 ]
495,5,1,[0.1483 0.3362 0.3131 0.1538 0.0421 0.0065],,,True,False,False,0,3.3754,3.75,False,[0.375 0.625],[0.2373 0.3955 0.2637 0.0879 0.0146 0.001 ]
496,5,1,[0.     0.2373 0.3955 0.2637 0.0879 0.0156],,,True,False,False,1,2.751,3.75,False,[1. 0.],[0.2373 0.3955 0.2637 0.0879 0.0146 0.001 ]
497,5,1,[0.     0.2373 0.3955 0.2637 0.0879 0.0156],,,True,False,False,2,2.751,3.75,False,[1. 0.],[0.2373 0.3955 0.2637 0.0879 0.0146 0.001 ]
498,5,1,[0.0117 0.0781 0.2148 0.3125 0.2539 0.1289],,,False,False,True,0,1.8945,2.5,True,[0.625 0.375],[0.0312 0.1562 0.3125 0.3125 0.1562 0.0312]
499,5,1,[0.     0.0312 0.1562 0.3125 0.3125 0.1875],,,False,False,True,1,1.5312,2.5,True,[1. 0.],[0.0312 0.1562 0.3125 0.3125 0.1562 0.0312]
500,5,1,[0.     0.0312 0.1562 0.3125 0.3125 0.1875],,,False,False,True,2,1.5312,2.5,True,[1. 0.],[0.0312 0.1562 0.3125 0.3125 0.1562 0.0312]
501,5,1,[0.0195 0.1094 0.2539 0.3125 0.2148 0.0898],,,False,False,False,0,2.1367,2.5,False,[0.375 0.625],[0.0312 0.1562 0.3125 0.3125 0.1562 0.0312]
502,5,1,[0.     0.0312 0.1562 0.3125 0.3125 0.1875],,,False,False,False,1,1.5312,2.5,False,[1. 0.],[0.0312 0.1562 0.3125 0.3125 0.1562 0.0312]
503,5,1,[0.     0.0312 0.1562 0.3125 0.3125 0.1875],,,False,False,False,2,1.5312,2.5,False,[1. 0.],[0.0312 0.1562 0.3125 0.3125 0.1562 0.0312]
